Conid,Ticker,NAME,BOG_TH,SOG_TH,,,
74866700,LYB,LYONDELLBASELL INDS.CL.A,0.024940978,-0.030010226,,,
90794895,PVH,PVH,0.03249635,-0.031334169,,,
221033377,AVGO,BROADCOM,0.024870597,-0.026856115,,,
76791198,GRMN,GARMIN,0.031772328,-0.03498639,,,
79595977,CCE,COCA COLA ENTS.,0.019592593,-0.022432461,,,
88819288,PLD,PROLOGIS,0.052187566,-0.050671466,,,
67889930,ACN,ACCENTURE CLASS A,0.020753056,-0.022405379,,,
85076790,HCA,HCA HOLDINGS,0.02603139,-0.031301347,,,
69293559,VRSK,VERISK ANALYTICS CL.A,0.01813532,-0.014928178,,,
79498203,UAL,UNITED CONTINENTAL HDG.,0.059806147,-0.062879859,,,
92306678,RL,RALPH LAUREN CL.A,0.029349945,-0.027598429,,,
57755168,MJN,MEAD JOHNSON NUTRITION,0.021098859,-0.019623675,,,
80664970,GGP,GENERAL GW.PROPS.,0.163,-0.125016595,,,
76915240,STX,SEAGATE TECH.,0.03658156,-0.036685393,,,
70212228,DG,DOLLAR GENERAL,0.019443812,-0.019197208,,,
81581011,MSI,MOTOROLA SOLUTIONS,0.030127125,-0.031047675,,,
105316759,AON,AON CLASS A,0.020126437,-0.017882837,,,
96079833,LVLT,LEVEL 3 COMMS.,0.06070073,-0.051448276,,,
76768905,XL,XL GROUP,0.0650828,-0.071377953,,,
85548741,TEL,TE CONNECTIVITY,0.030914597,-0.026324324,,,
61440265,IR,INGERSOLL-RAND,0.026804425,-0.028943856,,,
59085966,TWX,TIME WARNER,0.024793762,-0.022051783,,,
82457808,ORLY,O REILLY AUTOMOTIVE,0.024299972,-0.020973629,,,
80986742,GM,GENERAL MOTORS,0.019639826,-0.022807528,,,
95514904,CBG,CBRE GROUP CLASS A,0.065708029,-0.055335188,,,
98542026,TRIP,TRIPADVISOR 'A',0.031020466,-0.029740296,,,
98606948,KORS,MICHAEL KORS HOLDINGS,0.025555012,-0.02819114,,,
98542021,EXPE,EXPEDIA,0.033108407,-0.03018838,,,
97478493,DLPH,DELPHI AUTOMOTIVE,0.019,-0.021687169,,,
105669270,PSX,PHILLIPS 66,0.021683994,-0.021560288,,,
99831145,AMT,AMERICAN TOWER,0.024,-0.025735456,,,
105430010,ESRX,EXPRESS SCRIPTS HOLDING,0.023909699,-0.025561414,,,
107113386,FB,FACEBOOK CLASS A,0.025867769,-0.028046001,,,
110176011,DUK,DUKE ENERGY,0.01335869,-0.016338028,,,
113599091,MDLZ,MONDELEZ INTERNATIONAL CL.A,0.016380909,-0.016314122,,,
118017869,ETN,EATON,0.023015458,-0.023899083,,,
118089500,ABBV,ABBVIE,0.021100072,-0.024039477,,,
121665622,ZTS,ZOETIS,0.01751497,-0.020214998,,,
125005718,LB,L BRANDS,0.033,-0.028962963,,,
129348126,NWSA,NEWS 'A',0.02,-0.019952296,,,
129348130,NWS,NEWS 'B',0.019,-0.019222222,,,
129166805,MNK,MALLINCKRODT,0.033333776,-0.039170989,,,
129203944,FOXA,TWENTY-FIRST CENTURY FOX CL.A,0.031,-0.028699134,,,
139673266,AAL,AMERICAN AIRLINES GROUP,0.025,-0.028691972,,,
217947855,WLTW,WILLIS TOWERS WATSON,0.022702441,-0.024724432,,,
138438437,ALLE,ALLEGION,0.018,-0.020705576,,,
136370275,ICE,INTERCONTINENTAL EX.,0.03905919,-0.038976134,,,
140067524,PRGO,PERRIGO,0.023218009,-0.023314204,,,
145588883,ENDP,ENDO INTERNATIONAL,0.026084548,-0.028405777,,,
148782986,NAVI,NAVIENT,0.029189427,-0.027497537,,,
153068487,PNR,PENTAIR,0.023619482,-0.024362281,,,
162231797,SYF,SYNCHRONY FINANCIAL,0.017155684,-0.022137931,,,
173432513,TYC,TYCO INTERNATIONAL,0.022125137,-0.022195482,,,
173962302,ANTM,ANTHEM,0.025369676,-0.024303754,,,
176571182,CCI,CROWN CASTLE INTL.,0.028048128,-0.028705137,,,
181387075,MDT,MEDTRONIC,0.017642921,-0.018479068,,,
178634687,WBA,WALGREENS BOOTS ALLIANCE,0.021486297,-0.019745398,,,
185731883,MYL,MYLAN,0.025966445,-0.02965698,,,
180350774,IRM,IRON MOUNTAIN,0.022760358,-0.023673755,,,
181764593,EQIX,EQUINIX,0.031012591,-0.030238615,,,
204429726,NLSN,NIELSEN,0.021626064,-0.01662963,,,
212212843,CSRA,CSRA,0.035328657,-0.044310194,,,
198032496,WRK,WESTROCK,0.035,-0.032924107,,,
199169586,KHC,KRAFT HEINZ,0.016643059,-0.019494659,,,
208813719,GOOGL,ALPHABET 'A',0.018798618,-0.022282473,,,
207739931,HCN,WELLTOWER,0.02384169,-0.026608379,,,
209411798,HPE,HEWLETT PACKARD ENTER.,0.038701149,-0.039139942,,,
199169591,PYPL,PAYPAL HOLDINGS,0.026361702,-0.030623932,,,
209411801,HPQ,HP,0.025021062,-0.022420799,,,
208813720,GOOG,ALPHABET 'C',0.014271456,-0.018310221,,,
198560237,WEC,WEC ENERGY GROUP,0.014450939,-0.0150092,,,
196542783,CPGX,COLUMBIA PIPELINE GROUP,0.048932524,-0.034008097,,,
196986496,MNST,MONSTER BEVERAGE,0.038035309,-0.033511727,,,
196616892,BXLT,BAXALTA,0.041680346,-0.02713109,,,
196887976,TGNA,TEGNA,0.047286146,-0.045402372,,,
30351205,EXR,EXTRA SPACE STRG.,0.033372093,-0.033163153,,,
7361,FRT,FEDERAL REALTY INV.TST.,0.015,-0.010875826,,,
43274444,UDR,UDR,0.017781653,-0.017652561,,,
45182651,CXO,CONCHO RESOURCES,0.030573904,-0.025474854,,,
50530752,AWK,AMERICAN WATER WORKS,0.013,-0.022339344,,,
167955370,CFG,CITIZENS FINANCIAL GROUP,0.009790698,-0.015186793,,,
270188,HOLX,HOLOGIC,1,-1,,,
13878278,CNC,CENTENE,1,-1,,,
14025,FL,FOOT LOCKER,1,-1,,,
11477774,GPN,GLOBAL PAYMENTS,1,-1,,,
13838371,AYI,ACUITY BRANDS,1,-1,,,
46970422,ULTA,ULTA SALON CO&FRA.,1,-1,,,
4352,ALK,ALASKA AIR GROUP,1,-1,,,
