Conid,Ticker,NAME,BOG_TH,SOG_TH,Primary Exchange
40773257,WU,WESTERN UNION,0.028739328,-0.025979866,NYSE
41622169,FSLR,FIRST SOLAR,0.049418338,-0.042926623,NASDAQ
41993017,SE,SPECTRA ENERGY,0.022,-0.02274645,NYSE
43670008,PBCT,PEOPLES UNITED FINANCIAL,0.022375,-0.022838828,NASDAQ
44001820,DAL,DELTA AIR LINES,0.050034483,-0.054608815,NYSE
44652220,DFS,DISCOVER FINANCIAL SVS.,0.043,-0.041686747,NYSE
44986804,BK,BANK OF NEW YORK MELLON,0.038069569,-0.035478976,NYSE
46128760,TDC,TERADATA,0.029394064,-0.028045643,NYSE
47550606,IVZ,INVESCO,0.046563258,-0.042410714,NYSE
49588376,PM,PHILIP MORRIS INTL.,0.019,-0.019959735,NYSE
49462172,V,VISA 'A',0.028541388,-0.026328497,NYSE
50860546,DPS,DR PEPPER SNAPPLE GROUP,0.021946259,-0.021287848,NYSE
51782225,SNI,SCRIPPS NETWORKS INTACT. 'A',0.027627549,-0.027822222,NASDAQ
53747825,SIG,SIGNET JEWELERS,0.032,-0.024613773,NYSE
53855036,DISCA,DISCOVERY COMMS.'A',0.028597598,-0.028303313,NASDAQ
89495776,MPC,MARATHON PETROLEUM,0.027,-0.029713525,NYSE
56505491,RIG,TRANSOCEAN,0.033093552,-0.035418773,NYSE
88292752,MOS,MOSAIC,0.038869544,-0.042609794,NYSE
83975037,KMI,KINDER MORGAN,0.020713021,-0.025205582,NYSE
95703740,XYL,XYLEM,0.016884222,-0.018745725,NYSE
73354293,SWK,STANLEY BLACK & DECKER,0.024,-0.022098517,NYSE
74866700,LYB,LYONDELLBASELL INDS.CL.A,0.024940978,-0.030010226,NYSE
90794895,PVH,PVH,0.03249635,-0.031334169,NYSE
221033377,AVGO,BROADCOM,0.024870597,-0.026856115,NASDAQ
76791198,GRMN,GARMIN,0.031772328,-0.03498639,NASDAQ
88819288,PLD,PROLOGIS,0.052187566,-0.050671466,NYSE
67889930,ACN,ACCENTURE CLASS A,0.020753056,-0.022405379,NYSE
85076790,HCA,HCA HOLDINGS,0.02603139,-0.031301347,NYSE
69293559,VRSK,VERISK ANALYTICS CL.A,0.01813532,-0.014928178,NASDAQ
79498203,UAL,UNITED CONTINENTAL HDG.,0.059806147,-0.062879859,NYSE
92306678,RL,RALPH LAUREN CL.A,0.029349945,-0.027598429,NYSE
57755168,MJN,MEAD JOHNSON NUTRITION,0.021098859,-0.019623675,NYSE
80664970,GGP,GENERAL GW.PROPS.,0.163,-0.125016595,NYSE
76915240,STX,SEAGATE TECH.,0.03658156,-0.036685393,NASDAQ
70212228,DG,DOLLAR GENERAL,0.019443812,-0.019197208,NYSE
81581011,MSI,MOTOROLA SOLUTIONS,0.030127125,-0.031047675,NYSE
105316759,AON,AON CLASS A,0.020126437,-0.017882837,NYSE
96079833,LVLT,LEVEL 3 COMMS.,0.06070073,-0.051448276,NYSE
76768905,XL,XL GROUP,0.0650828,-0.071377953,NYSE
85548741,TEL,TE CONNECTIVITY,0.030914597,-0.026324324,NYSE
61440265,IR,INGERSOLL-RAND,0.026804425,-0.028943856,NYSE
59085966,TWX,TIME WARNER,0.024793762,-0.022051783,NYSE
82457808,ORLY,O REILLY AUTOMOTIVE,0.024299972,-0.020973629,NASDAQ
80986742,GM,GENERAL MOTORS,0.019639826,-0.022807528,NYSE
95514904,CBG,CBRE GROUP CLASS A,0.065708029,-0.055335188,NYSE
98542026,TRIP,TRIPADVISOR 'A',0.031020466,-0.029740296,NASDAQ
98606948,KORS,MICHAEL KORS HOLDINGS,0.025555012,-0.02819114,NYSE
98542021,EXPE,EXPEDIA,0.033108407,-0.03018838,NASDAQ
97478493,DLPH,DELPHI AUTOMOTIVE,0.019,-0.021687169,NYSE
105669270,PSX,PHILLIPS 66,0.021683994,-0.021560288,NYSE
99831145,AMT,AMERICAN TOWER,0.024,-0.025735456,NYSE
105430010,ESRX,EXPRESS SCRIPTS HOLDING,0.023909699,-0.025561414,NASDAQ
107113386,FB,FACEBOOK CLASS A,0.025867769,-0.028046001,NASDAQ
110176011,DUK,DUKE ENERGY,0.01335869,-0.016338028,NYSE
113599091,MDLZ,MONDELEZ INTERNATIONAL CL.A,0.016380909,-0.016314122,NASDAQ
118017869,ETN,EATON,0.023015458,-0.023899083,NYSE
118089500,ABBV,ABBVIE,0.021100072,-0.024039477,NYSE
121665622,ZTS,ZOETIS,0.01751497,-0.020214998,NYSE
125005718,LB,L BRANDS,0.033,-0.028962963,NYSE
129348130,NWS,NEWS 'B',0.019,-0.019222222,NASDAQ
129166805,MNK,MALLINCKRODT,0.033333776,-0.039170989,NYSE
139673266,AAL,AMERICAN AIRLINES GROUP,0.025,-0.028691972,NASDAQ
217947855,WLTW,WILLIS TOWERS WATSON,0.022702441,-0.024724432,NASDAQ
138438437,ALLE,ALLEGION,0.018,-0.020705576,NYSE
136370275,ICE,INTERCONTINENTAL EX.,0.03905919,-0.038976134,NYSE
140067524,PRGO,PERRIGO,0.023218009,-0.023314204,NYSE
145588883,ENDP,ENDO INTERNATIONAL,0.026084548,-0.028405777,NASDAQ
148782986,NAVI,NAVIENT,0.029189427,-0.027497537,NASDAQ
153068487,PNR,PENTAIR,0.023619482,-0.024362281,NYSE
162231797,SYF,SYNCHRONY FINANCIAL,0.017155684,-0.022137931,NYSE
173432513,TYC,TYCO INTERNATIONAL,0.022125137,-0.022195482,NYSE
173962302,ANTM,ANTHEM,0.025369676,-0.024303754,NYSE
176571182,CCI,CROWN CASTLE INTL.,0.028048128,-0.028705137,NYSE
181387075,MDT,MEDTRONIC,0.017642921,-0.018479068,NYSE
178634687,WBA,WALGREENS BOOTS ALLIANCE,0.021486297,-0.019745398,NASDAQ
185731883,MYL,MYLAN,0.025966445,-0.02965698,NASDAQ
180350774,IRM,IRON MOUNTAIN,0.022760358,-0.023673755,NYSE
181764593,EQIX,EQUINIX,0.031012591,-0.030238615,NASDAQ
204429726,NLSN,NIELSEN,0.021626064,-0.01662963,NYSE
212212843,CSRA,CSRA,0.035328657,-0.044310194,NYSE
198032496,WRK,WESTROCK,0.035,-0.032924107,NYSE
199169586,KHC,KRAFT HEINZ,0.016643059,-0.019494659,NASDAQ
207739931,HCN,WELLTOWER,0.02384169,-0.026608379,NYSE
209411798,HPE,HEWLETT PACKARD ENTER.,0.038701149,-0.039139942,NYSE
199169591,PYPL,PAYPAL HOLDINGS,0.026361702,-0.030623932,NASDAQ
209411801,HPQ,HP,0.025021062,-0.022420799,NYSE
198560237,WEC,WEC ENERGY GROUP,0.014450939,-0.0150092,NYSE
196986496,MNST,MONSTER BEVERAGE,0.038035309,-0.033511727,NASDAQ
196887976,TGNA,TEGNA,0.047286146,-0.045402372,NYSE
30351205,EXR,EXTRA SPACE STRG.,0.033372093,-0.033163153,NYSE
7361,FRT,FEDERAL REALTY INV.TST.,0.015,-0.010875826,NYSE
43274444,UDR,UDR,0.017781653,-0.017652561,NYSE
45182651,CXO,CONCHO RESOURCES,0.030573904,-0.025474854,NYSE
50530752,AWK,AMERICAN WATER WORKS,0.013,-0.022339344,NYSE
167955370,CFG,CITIZENS FINANCIAL GROUP,0.009790698,-0.015186793,NYSE
270188,HOLX,HOLOGIC,1,-1,NASDAQ
13878278,CNC,CENTENE,1,-1,NYSE
14025,FL,FOOT LOCKER,1,-1,NYSE
11477774,GPN,GLOBAL PAYMENTS,1,-1,NYSE
13838371,AYI,ACUITY BRANDS,1,-1,NYSE
46970422,ULTA,ULTA SALON CO&FRA.,1,-1,NASDAQ
4352,ALK,ALASKA AIR GROUP,1,-1,NYSE
26345312,LKQ,LKQ,1,-1,NASDAQ
31832526,DLR,DIGITAL REALTY TST.,1,-1,NYSE
38285434,TDG,TRANSDIGM GROUP,1,-1,NYSE
4325,AJG,ARTHUR J GALLAGHER,1,-1,NYSE
129203964,FOX,TWENTY-FIRST CENTURY FOX CL.B,1,-1,NASDAQ
5026984,LNT,ALLIANT ENERGY CORP.,1,-1,NYSE
94078796,FBHS,FORTUNE BNS.HM.& SCTY.,1,-1,NYSE
4347,ALB,ALBEMARLE,1,-1,NYSE
